question_id,question,predicted,actual,is_correct,response
47,친고죄에 대한 설명으로 옳지 않은 것은?,A,C,False,"이 문제에서 친고죄에 대한 설명 중 옳지 않은 것을 선택해야 합니다. 각 선택지를 살펴보겠습니다.

A. 형법 제317조의 업무상 비밀누설죄는 친고죄이다.  
- 맞습니다. 업무상 비밀누설죄는 친고죄로 분류됩니다.

B. 친고죄의 고소는 절차법적 개념인 소추조건에 해당한다.  
- 맞습니다. 친고죄는 고소가 있어야만 공소를 제기할 수 있는 소추조건으로 보는 것이 일반적입니다.

C. 양벌규정이 적용되는 친고죄의 공소제기에는 직접 행위자 외에 양벌 규정으로 처벌받는 자에 대한 별도의 고소를 요한다.  
- 틀렸습니다. 양벌규정이 적용되는 친고죄에서도 일반적으로 직접 행위자에 대한 고소만으로 충분하며, 양벌규정으로 처벌받는 자에 대한 별도의 고소는 요구되지 않습니다.

D. 사기죄의 행위자와 피해자가 사돈 지간인 경우, 공소제기에 피해자의 고소를 요하지 않는다.  
- 맞습니다. 친고죄와 관련하여 사돈 관계인 경우에도 고소가 요구되지만, 사적 친분이 있는 경우에는 고소가 더 이상 요구되지 않는 경우도 있는 것으로 해"
48,방화죄에 대한 설명으로 옳은 것은?,A,A,True,"A. 방화의 의사로 뿌린 휘발유가 사람이 현존하는 주택 주변과 피해자의 몸에 적지 않게 살포되어 있는 사정을 알면서도 라이터를 켜 불꽃을 일으킴으로써 피해자의 몸에 불이 붙은 경우, 비록 불이 방화목적물인 주택 자체에 옮겨 붙지는 아니하였다 하더라도 현존 건조물 방화죄의 실행의 착수가 인정된다."
49,협박죄 및 강요죄에 대한 설명으로 옳지 않은 것은?,A,A,True,"문제의 핵심 형법 쟁점은 협박죄 및 강요죄에 대한 설명의 정확성입니다. 각 선택지를 분석해 보겠습니다.

A. 이 선택지는 협박죄의 미수에 관하여 설명하고 있습니다. 피해자가 공포심을 느끼지 않았다면 그 자체로 협박죄의 성립이 어렵다는 점에서 협박죄의 미수 아닌 조건의 설명이 옳습니다.

B. 이 선택지는 경찰관에게 적법한 행위에 따른 공포를 일으키지 않는 것이므로, 협박죄를 구성하지 않는다는 김내 설명을 합니다. 대체로 이 설명은 타당한 방식으로 강요죄의 필요성을 간과한 단순한 협박죄에 대한 오류를 내포하고 있습니다.

C. 이 선택지는 주체의 요구가 단순한 이익 쟁취의 차원이라면 강요죄는 성립하기 어렵다는 논리를 지니고 있습니다 .공무원의 직권남용이나 뇌물 요구는 협박과는 별개로 다룰 문제입니다.

D. 피고인이 돈을 갈취하였다면 이는 협박이 요구된 강요가 아니라 공갈죄로 분류되어 명확하게 강요죄와는 다른 성질을 가집니다. 이 부분에서 ""주된 범의가 피해자로부터 돈을 갈취하는 것""이라면 공갈죄"
50,추정적 승낙에 대한 설명 중 옳은 것(○)과 옳지 않은 것(×)을 바르게 연결한 것은?,A,A,True,"주어진 문제에서 ""추정적 승낙""에 대한 설명을 정확히 파악하는 것이 중요합니다. 추정적 승낙이란 상대방의 진정한 의사를 대신하여 도출된 상황적 해석으로, 외견상으로는 수용의 의사가 있는 것처럼 보이게 되는 경우를 말합니다. 

1) **형법 쟁점 분석**: 문제는 추정적 승낙을 바탕으로 하는 위법성의 문제로 볼 수 있습니다. 즉, 죄가 성립하기 위해서는 상대방의 명시적 동의가 아닌 묵시적 동의의 유무가 판단의 기준이 됩니다.

2) **법조항 적용**: 법조항은 주어진 문맥 정보에서 추정적 승낙을 직접적으로 다루고 있지 않으나, 위법성의 구조적 분석에서는 성범죄나 동의의 문제 등이 중요하게 다루어질 수 있습니다.

3) **판례 원칙**: 일반적으로 법원에서 판단할 때, 합리적 의사 표현의 불명확성으로 인해 발생한 위법성을 고려하여 승낙의 객체가 중요하다는 점을 강조합니다.

4) **선택지 분석**:
- A. ○ ○×× : 추정적 승낙의 설명이 모두 옳음이 아님.
- B. ○ ○○"
51,의료행위에 있어서 과실 여부에 대한 설명으로 옳은 것은?,A,C,False,"문제의 핵심 형법 쟁점은 ""의료행위에 있어서 과실 여부""입니다. 따라서 과실의 판단 기준과 의료인의 주의 의무가 주요한 쟁점입니다.

각 선택지를 분석해보면:

A. 의사가 자신의 환자에 대하여 다른 의사를 지휘․감독하는 지 위에 있다면, 그 의료영역이 다른 의사에게 전적으로 위임된 경우라도 다른 의사의 의료행위 내용이 적절한 것인지를 확인하고 감독하여야 할 업무상 주의의무가 있다.  
→ 이 선택지는 의사의 감독 의무를 잘 설명하고 있습니다. 의료행위가 다른 의사에게 위임되었더라도, 주의의무를 져야 한다는 점은 법적으로 중요합니다. 

B. 내과의사가 신경과 전문의와의 협의 진료 결과를 신뢰하여 뇌혈관 계통질환의 가능성을 배제하고 피해자의 증세 호전에 따라 퇴원조치한 경우, 피해자의 지주막하출혈을 발견하지 못한 데 대한 업무상 과실이 인정된다.  
→ 이 선택지는 구체적인 사례를 언급하고 있으나, 전문의와의 협의 결과를 신뢰한 경우 과실의 판단이 다를 수 있다는 점에서 복잡합니다.

C. 의료인의 과실 유무를 판단함"
53,강제추행의 죄에 대한 설명으로 옳지 않은 것은?,A,C,False,"각 선택지를 분석하겠습니다.

A. 엘리베이터 안에서 피해자들을 칼로 위협하여 자신의 실력적인 지배 하에 둔 다음 피해자들에게 자신의 자위행위 모습을 보여주고 이를 외면하거나 피할 수 없게 한 행위는 강제추행에 해당한다.
- 이 선택지는 강제추행의 구성요건에 해당합니다. 폭력이 사용되었고, 피해자에게 강제적인 상황이 발생하였기 때문에 강제추행으로 인정될 수 있습니다.

B. 강제추행죄는 폭행 행위 자체가 추행행위라고 인정되는 경우도 포함하며, 이 경우의 폭행은 반드시 상대방의 의사를 억압할 정도의 것임을 요하지 않고 상대방의 의사에 반하는 유형력의 행사가 있는 이상 그 힘의 대소강약을 불문한다.
- 이 선택지도 맞는 설명입니다. 강제추행죄는 상대방의 의사에 반하는 행위가 포함될 수 있으며, 그런 점에서 폭행의 정도는 중요하지 않습니다.

C. 밤에 혼자 걸어가는 피해자(여, 17세)를 추행의 고의로 뒤따라 가 다가 갑자기 껴안으려 하였으나 피해자가 뒤돌아보면서 소리치는 바람에 몸을 껴안는 추행"
54,법원이 甲에 대하여 공소기각의 재판을 해야 하는 경우는?,A,D,False,"문제의 핵심 형법 쟁점은 공소기각 사유에 관한 것입니다. 각 선택지를 검토하며 해당 법조항과 법리 적용을 분석해보면 다음과 같습니다.

A. 甲이 반의사불벌죄로 기소되어 제1심에서 유죄 판결을 받았으나 항소심에서 피해자가 처벌 희망의 의사표시를 철회한 경우 - 이 경우 피해자의 의사에 따라 공소가 기각될 수 있으므로, 타당한 선택지입니다.

B. 구정치자금에 관한 법률 위반으로 기소된 甲이 자신만 공소 제기된 것에 대해 주장하는 경우 - 이는 공소권 남용 주장일 뿐, 공소기각 사유와 관련이 없습니다.

C. 甲과 乙이 공동으로 명예를 훼손하였고, 피해자가 乙에 대한 처벌 의사를 철회한 경우 - 乙에 대한 공소는 기각될 수 있으나, 甲에 대한 공소가 기각되는 것은 아닙니다.

D. 乙이 甲의 성명을 모용하여 약식명령이 송달된 경우 - 이는 甲의 책임 문제이지 공소기각과는 관련이 없습니다.

이렇게 분석했을 때 선택지는 A가 가장 적절합니다. 피해자가 처벌 의사를 철회"
56,형의 집행 및 수용자의 처우에 관한 법률상 수용자 권리구제에 대한 설명으로 옳지 않은 것은?,A,B,False,"질문에서 수용자 권리구제에 대한 설명이므로, 선택지를 하나하나 검토해보겠습니다.

A. 소장은 수용자가 정당한 사유 없이 면담 사유를 밝히지 아니하는 때에는 면담을 거부할 수 있다.
- 이 부분은 수용자의 권리 구제와 관련하여 일반적으로 통상적으로 허용될 수 있는 부분으로 보여집니다. 정당한 사유 없이 면담 사유를 밝히지 않을 경우 면담 거부가 허용된다고 할 수 있습니다.

B. 수용자는 그 처우에 관하여 불복하는 경우 법무부 장관, 순회 점검 공무원 또는 관할 지방법원장에게만 청원할 수 있다.
- 해당 조항은 다소 제한적인 언급으로 보입니다. 수용자의 청원 경로는 제한적이지 않고 추가적인 경로가 있을 수 있기 때문에 ""법무부 장관, 순회 점검 공무원 또는 관할 지방법원장""만으로 청원할 수 있다는 표현은 옳지 않은 것으로 보입니다.

C. 수용자는 그 처우에 관하여 불복하여 순회 점검 공무원에게 청원하는 경우 청원서가 아닌 말로도 할 수 있다.
- 이 부분은 사실로 받아들여집니다. 법에 명시된 바와 같이 청원은 서"
57,치료감호 등에 관한 법률 상옳은 것은?,C,D,False,"C. 치료감호와 형(刑) 이 병과(倂科)된 경우에는 치료감호를 먼저 집행하며, 이 경우 치료감호의 집행기간은 형 집행 기간에 포함되지 않는다."
58,민영교도소 등의 설치 ․ 운영에 관한 법령상 옳지 않은 것은?,A,B,False,"선택지 분석을 진행하겠습니다.

A. ""민영교도소 등의 설치 ․ 운영에 관한 회계는 교도작업 회계와 일반회계로 구분하며, 민영교도소에 수용된 수용자가 작업하여 발생한 수입은 국고수입으로 한다.""  
- 이 선택지는 민영교도소의 회계 처리에 대한 규정을 설명하고 있으며, 일반적으로 민영에 관한 정책 및 법령에서 수입이 국고로 귀속된다고 보기 어렵기 때문에 의문이 남습니다. 

B. ""교정법인은 기본재산에 대하여 용도변경 또는 담보 제공의 행위를 하려면 기획재정부 장관의 허가를 받아야 한다.""  
- 기본재산의 용도 변경이나 담보 제공은 일반적으로 재산 관리와 관련된 법령에서 특정 기관의 허가를 요구하므로, 이는 맞는 내용으로 보입니다.

C. ""민영교도소 등의 직원은 근무 중 법무부 장관이 정하는 제복을 입어야 한다.""  
- 보통 공공기관의 직원은 근무 시 특정 제복을 착용하는 규정이 있으므로 이 내용 역시 올바른 내용으로 보입니다.

D. ""법무부 장관은 민영교도소 등의 직원이 위탁업무에 관하여 민영교도"
59,형의 집행 및 수용자의 처우에 관한 법령상 특별한 보호가 필요한 수용자의 처우에 대한 설명으로 옳지 않은 것은?,D,A,False,D
60,형의 집행 및 수용자의 처우에 관한 법령상 소장이 교도관으로 하여 금 수용자의 접견 내용을 청취 ․ 기록 ․녹음 또는 녹화하게 할 수 있는 경우가 아닌 것은?,A,A,True,"문제의 핵심은 수용자의 접견 내용을 청취, 기록, 녹음 또는 녹화할 수 있는 조건을 판단하는 것입니다. 주어진 선택지 중 형의 집행 및 수용자의 처우에 관한 법령상 소장이 교도관에게 이러한 조치를 허용하지 않는 조건을 찾아야 합니다.

1. A. 수용자의 처우 또는 교정시설의 운영에 관하여 거짓 사실을 유포하는 때
   - 이는 수용자가 접견 과정에서 교정시설과 관련된 허위 사실을 유포할 경우, 그 내용을 확인할 필요성이 있으므로 청취, 기록, 녹음 또는 녹화할 수 있는 경우로 해석될 수 있습니다.

2. B. 시설의 안전과 질서유지를 위하여 필요한 때
   - 이는 안전 및 질서 유지와 관련된 정당한 이유로, 교도관의 청취, 기록, 녹음 또는 녹화가 허용되는 경우입니다.

3. C. 범죄의 증거를 인멸하거나 형사법령에 저촉되는 행위를 할 우려가 있는 때
   - 범죄 예방 또는 증거 보호를 목적으로 하는 것이므로, 이 역시 접견 내용을 청취할 수 있는 정당한 이유가 됩니다.

4. D. 수형자의 교화 또는 건전한 사회복귀를 위하여 필요한 때
   -"
61,유기의 죄에 대한 설명으로 옳지 않은 것은?,A,D,False,"문제의 쟁점은 유기의 죄에 해당하는 각 선택지의 정확성을 평가하는 것입니다.

A. 사실혼 관계에서의 유기죄 성립 요건에 대한 설명이 정확합니다. 혼인의사가 있고 사회관념상 혼인생활의 실체가 존재해야 하므로 적절한 설명입니다. → **옳음**

B. 종교적 신념으로 인해 수혈을 거부하여 자녀의 사망에 이르게 한 경우 이는 유기치사죄가 성립할 수 있는 상황입니다. → **옳음**

C. 유기죄가 성립하기 위해서는 행위자가 보호 책임의 발생 원인에 대해 인식하고 있어야 하며, 해태 의식이 필요하다는 설명도 적절합니다. → **옳음**

D. 그러나 만취한 피해자를 단순 방치했다고 해서 유기치사죄가 성립하지 않는다는 주장은 틀립니다. 만약 피해자가 방치로 인해 사망에 이르게 된다면, 방치의 결과로 유기치사죄가 성립할 수 있습니다. → **틀림**

따라서, 옳지 않은 선택지는 D입니다. 

최종 선택: **D**"
62,형의 집행 및 수용자의 처우에 관한 법령상 교도작업에 대한 설명으로 옳은 것은?,A,A,True,"문제의 핵심은 한국 형법상 교도작업에 대한 규정이므로, 교도시설에서 수형자의 작업 부과와 관련된 사항에 대해 분석해야 합니다.

1) **문제의 핵심 형법 쟁점 파악**: 교도작업의 부여 및 수형자의 처우에 대한 법령을 검토해야 하며, 각 선택지의 법적 적합성을 살펴봐야 합니다.

2) **관련 법조항 적용**: 법령에 따라 교도소장은 수형자에게 작업을 부과할 때 작업의 종류와 과정을 고지해야 하고, 교도관은 작업 실적을 확인해야 하며, 특정한 휴일에는 작업을 부과하지 않는 등의 조항이 있을 것입니다.

3) **각 선택지 법적 분석**:
- **A. 소장은 교도관에게 매일 수형자의 작업 실적을 확인하게 하여야 한다.**: 맞는 OO. 교도소장은 수형자의 작업 실적을 관리해야 합니다.
- **B. 소장은 수형자에게 작업을 부과하는 경우 작업의 종류 및 작업 과정을 정하여 수형자에게 고지할 필요가 없다.**: 틀린 X. 작업의 종류와 과정을 수형자에게 고지해야 합니다.
- **C. 소장은 공휴일 ․ 토요일과 그 밖의"
64,면소 판결을 할 수 있는 것은?,A,D,False,"면소 판결은 피고인이 형사처벌을 받을 수 없는 경우에 이루어지는 판결로, 주로 법률 조항의 위헌 판단이나 피고인의 법적 지위가 변경되는 경우 발생할 수 있습니다.

각 선택지에 대한 법적 분석을 진행하겠습니다.

A. 피고인이 유죄 판결에 대한 상고 후 헌법재판소에서 법률 불합치 결정을 내리고 법률 개정이 이루어지지 않은 경우 - 면소 판결이 가능한 경우입니다. 피고인은 과거의 법률로 인해 처벌받을 수 없게 되므로 변화를 반영합니다.

B. 유죄 판결 확정 후 형선고의 효력을 상실케 하는 특별사면이 있었고, 그 후 재심 개시 결정이 확정된 경우 - 이 상황은 특별사면으로 인해 면소가 아니라 재심에 따라 다시 판결이 이루어질 수 있습니다.

C. 피고인이 외국에서 유죄 판결을 받아 확정된 후 우리나라에서 동일한 행위로 기소된 경우 - 이 경우는 이중처벌금지원칙에 의해 면소가 가능합니다. 하지만 법령이나 헌법적용 측면에서 확정된 판결에 따라 다를 수 있습니다.

D. 구 형법상 혼인빙자간음죄가 헌법재판소의 결"
65,증명의 기본 원칙에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제에서 제시된 각 선택지를 분석해 보겠습니다.

A. **공모 공동정범에 있어서 공모는 엄격한 증명을 요한다.**
- 공모 공동정범의 경우, 공모 사실에 대한 증명이 필요하지만, 이는 엄격한 증명이 아닌 경우도 존재합니다. 따라서 이 선택지는 틀린 설명입니다. 

B. **형법 제87조 내란죄에서 국헌문란의 목적은 범죄 성립을 위하여 고의 외에 요구되는 초과주관적 위법요소이므로 엄격한 증명을 요한다.**
- 내란죄에서 국헌문란의 목적은 고의와 함께 성립에 필요한 요소로, 엄격한 증명이 요구될 수 있습니다. 이는 맞는 설명입니다.

C. **도로교통법 위반(음주운전)죄에서 혈중알코올 농도의 추정방식으로 위드마크 공식을 이용한 경우에 그 적용을 위한 자료인 섭취한 알코올의 양, 음주시각, 체중 등의 사실은 자유로운 증명으로 족하다.**
- 위드마크 공식 적용에 필요한 물리적 자료는 자유로운 증명으로 충분한 경우가 많습니다. 따라서 이 선택지도 맞는 설명입니다.

D. **형법 제307조 제1항의 명예훼손죄 성립 여부"
66,형법 의 강도죄를 범한 자와 관련하여 형사소송법 의 기간의 적용에 대한 설명으로 옳지 않은 것은?,A,C,False,"각 선택지에 대해 분석해 보겠습니다.

A. 2020년 6월 1일(월) 23시에 피의자를 구속한 경찰관은 2020년 6월 10일(수) 24시까지 피의자를 검사에게 인치하여야 한다.
- 구속 기간은 검사의 인치 기한이므로 맞는 법적 설명입니다.

B. 2020년 6월 2일(화) 17시에 공소가 제기된 피고인에 대한 제 1심의 구속기간은 2020년 8월 1일(토) 24시까지이다.
- 구속 기간의 계산은 공소 제기일로부터 시작되며, 구속 기간이 2개월임을 감안했을 때 맞는 설명입니다.

C. 2020년 6월 2일(화) 14시에 제1심 공판정에 출석하여 유죄 판결을 선고받은 피고인은 2020년 6월 8일(월) 24시까지 항소를 제기할 수 있다.
- 유죄 판결 이후 항소 기간은 7일이며, 6월 2일로부터 7일 후인 6월 9일까지 항소가 가능하므로 이 설명은 틀립니다.

D. 2020년"
67,상소에 대한 설명으로 옳은 것은?,A,C,False,"각 선택지에 대한 법적 분석을 진행하겠습니다.

A. ""검사는 법령의 정당한 적용을 청구할 임무를 가지므로 재판의 이유만을 다투기 위하여 상소할 수 있다.""
- 검사는 법령의 적용을 다투는 역할이 있으나, 상소는 종종 본안의 재판 결과를 다투기 위해 진행되므로 단순히 ""재판의 이유""만 다투기 위해서는 적합하지 않습니다. 일반적으로 상소는 결정이나 판결의 전체를 대상으로 합니다. 따라서 이 선택지는 틀립니다.

B. ""소송비용 부담의 재판에 대하여는 본안의 재판에 관하여 상소하지 않는 경우에도 불복할 수 있다.""
- 이 부분은 형법이나 민사소송법에 의해 명확히 규정되어 있는 내용으로, 각 판결의 주체가 다를 수 있습니다. 하지만 보통은 본안에 대한 상소가 이루어질 때 소송비용에 관한 다툼 또한 포함되므로, 소송비용에 대해 별도로 불복할 수 있다는 부분은 일반적으로 받아들여지지 않습니다. 이 선택지도 틀립니다.

C. ""필요적 몰수를 요하는 범죄 사건에서 몰수 또는 추징에 관한 부분만을 불복 대상으로 삼아 상소가 제기되었더라도 상소"
68,공소사실의 특정에 대한 설명으로 옳지 않은 것은?,A,A,True,"문제의 핵심은 공소사실의 특정에 관한 것이다. 각 선택지를 분석해보면 다음과 같다:

A. 약속어음 거래에서의 경우는 위조 유가증권 행사죄에 해당하지만, 성명불상자로 기재된 경우에는 공소사실의 특정이 인정되지 않는다고 했다. 이 주장은 타당하다. 특정해야 할 사실이 구체적으로 명시되지 않으면 피고인은 방어권을 행사하기 어려워지기 때문이다.

B. 사문서 변조의 경우에도 변조행위의 일시, 장소, 방법, 실행행위자가 기재되지 않으면 공소사실의 특정이 인정되지 않는다는 것은 맞는 주장이다. 이는 피고인의 방어권을 보장하기 위한 조치이다.

C. 저작재산권 침해행위에 대해 침해 대상인 저작물 및 침해방법이 명확하다면, 저작권자가 특정되지 않더라도 공소사실의 특정이 인정될 수 있다고 했다. 이는 저작물의 특징과 피해를 판단하는 데 필요한 요소이므로 맞는 주장이다.

D. 교사범이나 방조범의 경우 교사 또는 방조의 사실 외에 정범의 범죄 사실이 공소장에 기재되어야 한다는 것은 당연한 법리이다. 이 또한 피고인이 해당 범죄를 알고"
69,간이 공판 절차에 대한 설명으로 옳은 것은?,D,A,False,D. 간이 공판 절차의 개시요건인 자백은 공소장기재 사실을 인정하는 것일 뿐만 아니라 명시적으로 유죄임을 자인하는 진술이어야 한다.
71,형법의 적용 범위에 대한 설명으로 옳지 않은 것은?,B,D,False,B. 외국인 甲이 외국에서 대한민국 국적 주식회사의 인장을 위조한 경우 대한민국의 재판권이 없다.
72,위법성의 인식과 법률의 착 오에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제의 핵심 쟁점은 위법성의 인식과 법률의 착오에 관한 것이며, 이는 한국 형법의 위법성 조각 및 범죄의 성립과 처벌과 관련이 있습니다.

각 선택지에 대한 법적 분석을 해보겠습니다.

A. ""범죄의 성립에 있어서 위법의 인식은 그 범죄 사실이 사회 정의와 조리에 어긋난다는 것을 인식하는 것으로서 족하고 구체적인 해당 법 조문까지 인식할 필요는 없다."" 
- 이는 맞는 것으로 보입니다. 한국 형법에서는 위법성을 인식할 때, 법령에 대한 구체적인 인식이 필수적이지 않다는 점을 인정하고 있습니다.

B. ""형법 제16조의 법률의 착오는 행위자가 법률을 부지한 경우뿐만 아니라, 일반적으로 범죄가 되는 경우이지만 자기의 특수한 경우에는 법령에 의하여 허용된 행위로서 죄가 되지 아니한다고 그릇 인식하고, 그와 같이 그릇 인식함에 정당한 이유가 있는 경우에는 벌하지 않는다."" 
- 이 설명도 맞는 것입니다. 제16조에 따르면 법률의 착오로 인한 비난 가능성을 줄이는 사례를 잘 설명하고 있습니다.

C. ""형법 제16조의 정당한"
73,형사소송법 제345조에서 상소권 회복의 청구요건으로 규정하고 있는 ‘자기 또는 대리인이 책임질 수 없는 사유’에 해당하는 경우가 아닌 것은?,A,A,True,"형사소송법 제345조의 상소권 회복에 관한 문제에서 ‘자기 또는 대리인이 책임질 수 없는 사유’에 해당하지 않는 경우를 찾는 것이 핵심입니다.

각 선택지에 대한 분석을 해보겠습니다:

A. 피고인이 공동 피고인의 기망에 의하여 항소권을 포기하였고, 그 사실을 항소 기한이 도과한 후에야 알게 된 경우 - 이는 피고인이 알지 못한 기망으로 인한 것이라 자기 책임이 아닌 경우로 판단될 수 있습니다.

B. 교도소장이 형 집행유예 취소 결정을 적시에 알려주지 않아 피고인이나 그 배우자가 항고장을 제출하지 못한 경우 - 이는 교도소장의 지연 통지가 피고인이 알지 못한 책임을 회피하는 요인으로 작용할 수 있으므로 자기 책임이 아닐 수 있습니다.

C. 공시송달로 소환되었으나 공소장 등을 송달받지 못한 경우 - 이는 피고인이 공소 제기 사실과 판결을 알지 못한 경우로서 자기 책임이 아닌 경우로 판단될 수 있습니다.

D. 피고인이 출석한 가운데 변론이 종결되었으나, 판결 선고 기일에 불출석하여 판결이 선고된 경우 - 이 경우 피고인이 불"
74,일부 상소에 대한 설명으로 옳은 것(○)과 옳지 않은 것(×)을 바르게 연결한 것은?,A,D,False,"이 문제는 한국 형법에서 상소 제도에 대한 옳고 그름을 묻고 있습니다. 주어진 문맥 내에서 핵심적으로 이해해야 할 내용은 각 상소 절차에 관한 법적 규정과 판례에 대한 것이며, 특히 형의 경중 판단 및 상소심의 기능을 잘 이해해야 합니다.

상소 (항소심, 상고심 등)와 관련된 설명이 주어져 있으며, 이를 각각 분석하여 맞는지 틀린지를 음식해야 합니다.

1. **상소 심리의 범위**: 일반적으로 항소심에서는 원심판결의 경중에 따라 다시 판단할 수 있는 기회가 주어집니다. 따라서 법적 문제의 포괄성을 고려해야 합니다.
2. **심판 대상의 특성**: 항소심이 판단할 수 있는 경우와 상고심이 판단할 수 있는 경우가 다릅니다.

각 선택지의 부합성을 법리적으로 분석하면 다음과 같습니다.

- **A. ×× ○ ○**: 항소심의 판단 및 상황을 잘못 표현한 것으로 보입니다.
- **B. ○× ○ ○**: 항소심의 의미와 관련된 올바른 설명을 할 가능성이 높습니다.
- **C. ○ ○××**: 상소제도의 잘못된 내용을 포함할 수 있습니다.
- **D. ○ ○"
75,고소불가분의 원칙에 대한 설명으로 옳지 않은 것은?,D,C,False,"문제의 핵심 형법 쟁점은 고소불가분의 원칙에 대한 이해입니다. 고소불가분의 원칙은 특정 범죄에 대한 고소가 다른 관련 범죄에도 영향을 미친다는 원칙입니다. 이를 바탕으로 각 선택지를 분석해 보겠습니다.

A. 이 경우, A에 대한 모욕과 비밀 누설이 모두 있으며 A의 고소가 두 가지 행위에 모두 영향을 미친다고 해석할 수 있습니다. 따라서 이는 고소불가분의 원칙에 부합합니다.

B. A가 고소한 경우, 다른 피고소인 B, C에 대해서는 A의 고소가 효력이 없으므로 이 선택지는 옳습니다.

C. 변호사가 직무 수행 중에 비밀을 누설한 경우, 명예훼손과 비밀누설이 관련되어 B의 고소가 두 가지 행위에 대해 효력이 있을 수 있으므로 이 선택지도 옳습니다.

D. 수회의 모욕이 경합범인 경우, 하나에 대한 고소가 다른 것에 대해 효력이 없다는 해석은 맞지 않으므로 이 선택지가 부적절합니다.

따라서 고소불가분의 원칙에 대한 설명으로 옳지 않은 것은 D입니다.

D"
76,증인신문에 대한 설명으로 옳은 것(○)과 옳지 않은 것(×)을 바르게 연결한 것은?,A,A,True,"이 질문은 증인신문에 대한 설명이 각 선택지에서 옳은지 (○) 또는 옳지 않은지 (×)에 대한 문제입니다. 주어진 문맥 정보에는 형법 관련 규정이 포함되어 있지만, 증인신문에 대한 직접적인 정보는 포함되어 있지 않습니다. 

증인신문에 대한 일반적인 법리에 따라, 증인은 법정에서 사건에 대한 진술을 해야 하며, 이는 재판의 증거 수집에 중요한 역할을 합니다. 일반적으로 증인신문의 적법성이나 절차적 권리에 대한 규정이 형사소송법의 범주에 속하므로, 이러한 법리를 참고해야 합니다.

주어진 정보로 각 선택지에 대해 분석하자면:

- 선택지 A: ○× ○× (해당 설명의 진위를 파악할 수 없음)
- 선택지 B: ×× ○ ○ (해당 설명의 진위를 파악할 수 없음)
- 선택지 C: ○ ○× ○ (해당 설명의 진위를 파악할 수 없음)
- 선택지 D: ○ ○ ○× (해당 설명의 진위를 파악할 수 없음)

본 정보는 단순히 형법 관련 조항과 키워드를 포함하고 있으며, 이미지나 문맥이 없으므로 각 선택지에 대한 판단을 내리는데 필요조건을 충족하지 못하고 있습니다.

이런 이유로"
77,정보저장 매체 기록의 증거능력에 대한 설명으로 옳은 것은?,C,C,True,C.
78,자백에 대한 설명으로 옳지 않은 것은?,A,C,False,정답: A
80,소년법상 항고에 대한 설명으로 옳지 않은 것은?,C,C,True,"문제의 핵심은 소년법상 항고에 대한 설명 중 올바르지 않은 내용을 찾는 것입니다.

1) **문제의 핵심 쟁점 파악**: 이 문제는 소년법상 항고의 절차와 관련된 내용입니다. 주어진 선택지를 평가하여 올바르지 않은 설명을 찾아야 합니다.

2) **관련 법조항 분석 및 적용**: 소년법은 특정 보호처분에 대해 항고할 수 있는 규정을 두고 있으며, 항고의 기간, 항고의 효력, 항고 가능 여부에 대해서도 명시하고 있습니다.

3) **선택지 분석**:
   - **A**. 항고를 제기할 수 있는 기간은 7일로 한다. → 이는 올바른 설명입니다.
   - **B**. 항고는 결정의 집행을 정지시키는 효력이 없다. → 이는 맞는 설명이지만, 특정 상황에 따라 달라질 수 있습니다.
   - **C**. 보호처분의 변경 결정에 대해서는 항고할 수 없다. → 이는 잘못된 설명입니다. 보호처분의 변경에 대해서도 항고가 가능합니다.
   - **D**. 항고를 할 때에는 항고장을 원심 소년부에 제출하여야 한다. → 이는 올바른 설명입니다.

4) **결론**: 선택지 C는 보호처"
81,중간 처우제도와 시설에 대한 설명으로 옳지 않은 것은?,B,B,True,B.
82,형의 집행 및 수용자의 처우에 관한 법령상 수용자의 석방에 대한 설명으로 옳지 않은 것은?,A,D,False,"문제의 핵심 쟁점은 수용자의 석방에 관한 법령이므로, 해당 법령과 관련된 내용을 검토해야 합니다.

A. 권한이 있는 자의 명령에 따른 석방은 서류 도달 후 5시간 이내에 행하여야 한다.  
→ 일반적으로 석방 절차에는 일정 시간의 소요가 필요하므로 틀릴 수 있습니다.

B. 소장은 형기 종료로 석방될 수형자에 대하여는 석방 10일 전까지 석방 후의 보호에 관한 사항을 조사하여야 한다.  
→ 일반적으로 형기 종료가 임박한 수형자에 대한 보호조사의 절차가 존재하므로 이 문장은 옳습니다.

C. 소장은 피석방자가 질병이나 그 밖에 피할 수 없는 사정으로 귀가하기 곤란한 경우에 본인의 신청이 있으면 일시적으로 교정시설에 수용할 수 있다.  
→ 이 조항도 특정 사유에 따라 가능하므로, 법령상 잘못된 내용은 아닙니다.

D. 소장은 수형자의 보호를 위하여 필요하다고 인정하면 석방 전 5일 이내의 범위에서 석방 예정자를 별도의 거실에 수용하여 장래에 관한 상담과 지도를 할 수 있다.  
→ 수용자의"
